Time_(s), Base_Joint_Velocity_(rad/s), Shoulder_Joint_Velocity_(rad/s), Elbow_Joint_Velocity_(rad/s), Wrist_Pitch_Joint_Velocity_(rad/s), Wrist_Roll_Joint_Velocity_(rad/s)
22.633, 0.00000, 0.00001, -0.00001, -0.00002, -0.00004
22.644, 0.00001, 0.00001, -0.00001, -0.00002, -0.00004
22.656, 0.00001, 0.00001, -0.00001, -0.00002, -0.00004
22.667, 0.00001, 0.00001, -0.00001, -0.00002, -0.00004
22.678, 0.00001, 0.00001, -0.00001, -0.00002, -0.00005
22.689, 0.00001, 0.00001, -0.00001, -0.00002, -0.00005
22.700, 0.00001, 0.00001, -0.00001, -0.00003, -0.00005
22.711, 0.00001, 0.00002, -0.00002, -0.00003, -0.00005
22.722, 0.00001, 0.00002, -0.00002, -0.00003, -0.00005
22.733, 0.00002, 0.00006, -0.00006, -0.00005, -0.00014
22.744, 0.00006, 0.00037, -0.00034, -0.00015, -0.00066
22.756, 0.00012, 0.00093, -0.00085, -0.00029, -0.00153
22.767, 0.00020, 0.00173, -0.00158, -0.00048, -0.00274
22.778, 0.00031, 0.00278, -0.00253, -0.00072, -0.00430
22.789, 0.00044, 0.00407, -0.00371, -0.00100, -0.00621
22.800, 0.00060, 0.00562, -0.00511, -0.00133, -0.00847
22.811, 0.00077, 0.00741, -0.00673, -0.00171, -0.01108
22.822, 0.00097, 0.00944, -0.00858, -0.00213, -0.01403
22.833, 0.00119, 0.01173, -0.01065, -0.00259, -0.01733
22.844, 0.00143, 0.01426, -0.01295, -0.00311, -0.02099
22.856, 0.00170, 0.01704, -0.01546, -0.00367, -0.02499
22.867, 0.00199, 0.02006, -0.01821, -0.00427, -0.02933
22.878, 0.00230, 0.02333, -0.02117, -0.00492, -0.03403
22.889, 0.00263, 0.02685, -0.02436, -0.00562, -0.03907
22.900, 0.00299, 0.03062, -0.02777, -0.00636, -0.04447
22.911, 0.00337, 0.03463, -0.03141, -0.00715, -0.05021
22.922, 0.00377, 0.03889, -0.03527, -0.00798, -0.05630
22.933, 0.00419, 0.04339, -0.03935, -0.00887, -0.06273
22.944, 0.00464, 0.04815, -0.04366, -0.00979, -0.06952
22.956, 0.00510, 0.05315, -0.04819, -0.01077, -0.07665
22.967, 0.00559, 0.05839, -0.05294, -0.01178, -0.08413
22.978, 0.00611, 0.06389, -0.05792, -0.01285, -0.09196
22.989, 0.00664, 0.06963, -0.06312, -0.01396, -0.10014
23.000, 0.00720, 0.07562, -0.06855, -0.01512, -0.10867
23.011, 0.00778, 0.08185, -0.07419, -0.01632, -0.11754
23.022, 0.00839, 0.08833, -0.08007, -0.01757, -0.12676
23.033, 0.00901, 0.09506, -0.08616, -0.01886, -0.13634
23.044, 0.00966, 0.10204, -0.09248, -0.02020, -0.14625
23.056, 0.01033, 0.10925, -0.09902, -0.02159, -0.15652
23.067, 0.01103, 0.11674, -0.10578, -0.02302, -0.16714
23.078, 0.01174, 0.12443, -0.11278, -0.02450, -0.17810
23.089, 0.01248, 0.13223, -0.11999, -0.02603, -0.18941
23.100, 0.01324, 0.14000, -0.12727, -0.02760, -0.20107
23.111, 0.01402, 0.14778, -0.13456, -0.02922, -0.21308
23.122, 0.01483, 0.15556, -0.14183, -0.03088, -0.22544
23.133, 0.01566, 0.16333, -0.14911, -0.03259, -0.23814
23.144, 0.01651, 0.17111, -0.15639, -0.03434, -0.25120
23.156, 0.01739, 0.17889, -0.16367, -0.03614, -0.26460
23.167, 0.01828, 0.18667, -0.17095, -0.03799, -0.27835
23.178, 0.01918, 0.19444, -0.17823, -0.03988, -0.29244
23.189, 0.02008, 0.20222, -0.18551, -0.04182, -0.30690
23.200, 0.02098, 0.21000, -0.19279, -0.04381, -0.32167
23.211, 0.02188, 0.21778, -0.20006, -0.04584, -0.33665
23.222, 0.02278, 0.22557, -0.20734, -0.04792, -0.35158
23.233, 0.02368, 0.23326, -0.21463, -0.05004, -0.36651
23.244, 0.02459, 0.24075, -0.22189, -0.05221, -0.38144
23.256, 0.02549, 0.24796, -0.22902, -0.05442, -0.39638
23.267, 0.02639, 0.25494, -0.23590, -0.05668, -0.41131
23.278, 0.02729, 0.26167, -0.24257, -0.05899, -0.42624
23.289, 0.02819, 0.26815, -0.24901, -0.06134, -0.44118
23.300, 0.02909, 0.27438, -0.25523, -0.06374, -0.45611
23.311, 0.02999, 0.28037, -0.26122, -0.06619, -0.47104
23.322, 0.03089, 0.28611, -0.26699, -0.06868, -0.48599
23.333, 0.03179, 0.29161, -0.27254, -0.07122, -0.50092
23.344, 0.03269, 0.29685, -0.27786, -0.07380, -0.51566
23.356, 0.03359, 0.30185, -0.28296, -0.07643, -0.53005
23.367, 0.03449, 0.30661, -0.28784, -0.07910, -0.54407
23.378, 0.03539, 0.31111, -0.29249, -0.08182, -0.55775
23.389, 0.03629, 0.31537, -0.29692, -0.08459, -0.57109
23.400, 0.03719, 0.31938, -0.30112, -0.08740, -0.58408
23.411, 0.03809, 0.32315, -0.30510, -0.09026, -0.59671
23.422, 0.03899, 0.32667, -0.30886, -0.09317, -0.60900
23.433, 0.03989, 0.32994, -0.31240, -0.09612, -0.62094
23.444, 0.04079, 0.33296, -0.31571, -0.09912, -0.63254
23.456, 0.04169, 0.33574, -0.31880, -0.10216, -0.64378
23.467, 0.04259, 0.33827, -0.32166, -0.10525, -0.65468
23.478, 0.04349, 0.34056, -0.32430, -0.10838, -0.66523
23.489, 0.04439, 0.34259, -0.32672, -0.11156, -0.67543
23.500, 0.04529, 0.34438, -0.32891, -0.11479, -0.68528
23.511, 0.04619, 0.34593, -0.33088, -0.11806, -0.69479
23.522, 0.04710, 0.34722, -0.33263, -0.12138, -0.70394
23.533, 0.04800, 0.34827, -0.33415, -0.12475, -0.71275
23.544, 0.04890, 0.34907, -0.33545, -0.12816, -0.72121
23.556, 0.04980, 0.34964, -0.33653, -0.13162, -0.72932
23.567, 0.05070, 0.34993, -0.33738, -0.13512, -0.73708
23.578, 0.05160, 0.35001, -0.33801, -0.13867, -0.74450
23.589, 0.05250, 0.35000, -0.33841, -0.14226, -0.75157
23.600, 0.05340, 0.35000, -0.33858, -0.14590, -0.75828
23.611, 0.05430, 0.35000, -0.33860, -0.14959, -0.76465
23.622, 0.05520, 0.35000, -0.33859, -0.15333, -0.77068
23.633, 0.05610, 0.35000, -0.33859, -0.15711, -0.77635
23.644, 0.05700, 0.35000, -0.33860, -0.16093, -0.78168
23.656, 0.05790, 0.35000, -0.33859, -0.16479, -0.78665
23.667, 0.05880, 0.35000, -0.33859, -0.16868, -0.79128
23.678, 0.05970, 0.35000, -0.33859, -0.17256, -0.79556
23.689, 0.06060, 0.35000, -0.33859, -0.17644, -0.79950
23.700, 0.06150, 0.35000, -0.33859, -0.18031, -0.80308
23.711, 0.06240, 0.35000, -0.33859, -0.18418, -0.80632
23.722, 0.06330, 0.35000, -0.33859, -0.18805, -0.80921
23.733, 0.06420, 0.35000, -0.33859, -0.19193, -0.81175
23.744, 0.06510, 0.35000, -0.33859, -0.19580, -0.81394
23.756, 0.06600, 0.35000, -0.33859, -0.19967, -0.81578
23.767, 0.06690, 0.35000, -0.33859, -0.20355, -0.81728
23.778, 0.06780, 0.35000, -0.33859, -0.20742, -0.81842
23.789, 0.06870, 0.35000, -0.33859, -0.21130, -0.81922
23.800, 0.06961, 0.35000, -0.33859, -0.21517, -0.81967
23.811, 0.07051, 0.35000, -0.33859, -0.21904, -0.81979
23.822, 0.07141, 0.35000, -0.33859, -0.22292, -0.81975
23.833, 0.07231, 0.35000, -0.33859, -0.22679, -0.81976
23.844, 0.07321, 0.35000, -0.33859, -0.23067, -0.81976
23.856, 0.07411, 0.35000, -0.33859, -0.23454, -0.81975
23.867, 0.07501, 0.35000, -0.33859, -0.23841, -0.81976
23.878, 0.07591, 0.35000, -0.33859, -0.24228, -0.81976
23.889, 0.07681, 0.35000, -0.33859, -0.24616, -0.81976
23.900, 0.07771, 0.35000, -0.33859, -0.25004, -0.81976
23.911, 0.07861, 0.35000, -0.33859, -0.25392, -0.81976
23.922, 0.07951, 0.35000, -0.33859, -0.25777, -0.81976
23.933, 0.08041, 0.35000, -0.33859, -0.26158, -0.81976
23.944, 0.08131, 0.35000, -0.33859, -0.26536, -0.81976
23.956, 0.08221, 0.35000, -0.33859, -0.26908, -0.81976
23.967, 0.08311, 0.35000, -0.33859, -0.27275, -0.81976
23.978, 0.08401, 0.35000, -0.33859, -0.27637, -0.81976
23.989, 0.08491, 0.35000, -0.33859, -0.27995, -0.81976
24.000, 0.08581, 0.35000, -0.33859, -0.28349, -0.81976
24.011, 0.08671, 0.35000, -0.33859, -0.28698, -0.81976
24.022, 0.08761, 0.35000, -0.33859, -0.29042, -0.81976
24.033, 0.08851, 0.35000, -0.33859, -0.29382, -0.81976
24.044, 0.08941, 0.35000, -0.33859, -0.29717, -0.81976
24.056, 0.09031, 0.35000, -0.33859, -0.30047, -0.81976
24.067, 0.09122, 0.35000, -0.33859, -0.30373, -0.81976
24.078, 0.09212, 0.35000, -0.33859, -0.30694, -0.81976
24.089, 0.09302, 0.35000, -0.33859, -0.31011, -0.81976
24.100, 0.09392, 0.35000, -0.33859, -0.31323, -0.81976
24.111, 0.09482, 0.35000, -0.33859, -0.31631, -0.81976
24.122, 0.09572, 0.35000, -0.33859, -0.31933, -0.81976
24.133, 0.09662, 0.35000, -0.33859, -0.32232, -0.81976
24.144, 0.09752, 0.35000, -0.33859, -0.32525, -0.81976
24.156, 0.09842, 0.35000, -0.33859, -0.32815, -0.81976
24.167, 0.09932, 0.35000, -0.33859, -0.33099, -0.81976
24.178, 0.10022, 0.35000, -0.33859, -0.33379, -0.81976
24.189, 0.10112, 0.35000, -0.33859, -0.33654, -0.81976
24.200, 0.10202, 0.35000, -0.33859, -0.33925, -0.81976
24.211, 0.10292, 0.35000, -0.33859, -0.34191, -0.81976
24.222, 0.10382, 0.35000, -0.33859, -0.34452, -0.81976
24.233, 0.10472, 0.35000, -0.33859, -0.34709, -0.81976
24.244, 0.10562, 0.35000, -0.33859, -0.34962, -0.81976
24.256, 0.10652, 0.35000, -0.33859, -0.35209, -0.81976
24.267, 0.10742, 0.35000, -0.33859, -0.35452, -0.81976
24.278, 0.10832, 0.35000, -0.33859, -0.35691, -0.81976
24.289, 0.10922, 0.35000, -0.33859, -0.35925, -0.81976
24.300, 0.11012, 0.35000, -0.33859, -0.36154, -0.81976
24.311, 0.11102, 0.35000, -0.33859, -0.36379, -0.81976
24.322, 0.11192, 0.35000, -0.33859, -0.36599, -0.81976
24.333, 0.11283, 0.35000, -0.33859, -0.36814, -0.81976
24.344, 0.11373, 0.35000, -0.33859, -0.37025, -0.81976
24.356, 0.11462, 0.35000, -0.33859, -0.37231, -0.81976
24.367, 0.11553, 0.35000, -0.33859, -0.37433, -0.81976
24.378, 0.11643, 0.35000, -0.33859, -0.37630, -0.81976
24.389, 0.11733, 0.35000, -0.33859, -0.37822, -0.81976
24.400, 0.11821, 0.35000, -0.33859, -0.38010, -0.81976
24.411, 0.11907, 0.35000, -0.33859, -0.38194, -0.81976
24.422, 0.11991, 0.35000, -0.33859, -0.38372, -0.81976
24.433, 0.12072, 0.35000, -0.33859, -0.38546, -0.81976
24.444, 0.12151, 0.35000, -0.33859, -0.38716, -0.81976
24.456, 0.12228, 0.35000, -0.33859, -0.38881, -0.81976
24.467, 0.12303, 0.35000, -0.33859, -0.39041, -0.81976
24.478, 0.12375, 0.35000, -0.33859, -0.39197, -0.81976
24.489, 0.12445, 0.35000, -0.33859, -0.39348, -0.81976
24.500, 0.12513, 0.35000, -0.33859, -0.39494, -0.81976
24.511, 0.12579, 0.35000, -0.33859, -0.39636, -0.81976
24.522, 0.12642, 0.35000, -0.33859, -0.39773, -0.81976
24.533, 0.12703, 0.35000, -0.33859, -0.39906, -0.81976
24.544, 0.12762, 0.35000, -0.33859, -0.40034, -0.81976
24.556, 0.12819, 0.35000, -0.33859, -0.40157, -0.81976
24.567, 0.12873, 0.35000, -0.33859, -0.40276, -0.81976
24.578, 0.12926, 0.35000, -0.33859, -0.40391, -0.81976
24.589, 0.12975, 0.35000, -0.33859, -0.40500, -0.81976
24.600, 0.13023, 0.35000, -0.33859, -0.40605, -0.81976
24.611, 0.13068, 0.35000, -0.33859, -0.40706, -0.81976
24.622, 0.13112, 0.35000, -0.33859, -0.40802, -0.81976
24.633, 0.13152, 0.35000, -0.33859, -0.40893, -0.81976
24.644, 0.13191, 0.35000, -0.33859, -0.40979, -0.81976
24.656, 0.13227, 0.35000, -0.33859, -0.41062, -0.81976
24.667, 0.13262, 0.35000, -0.33859, -0.41139, -0.81976
24.678, 0.13293, 0.35000, -0.33859, -0.41212, -0.81976
24.689, 0.13323, 0.35000, -0.33859, -0.41280, -0.81976
24.700, 0.13350, 0.35000, -0.33859, -0.41344, -0.81976
24.711, 0.13376, 0.35000, -0.33859, -0.41403, -0.81976
24.722, 0.13398, 0.35000, -0.33859, -0.41457, -0.81976
24.733, 0.13419, 0.35000, -0.33859, -0.41507, -0.81976
24.744, 0.13437, 0.35000, -0.33859, -0.41552, -0.81976
24.756, 0.13454, 0.35000, -0.33859, -0.41593, -0.81976
24.767, 0.13467, 0.35000, -0.33859, -0.41629, -0.81976
24.778, 0.13479, 0.35000, -0.33859, -0.41661, -0.81976
24.789, 0.13488, 0.35000, -0.33859, -0.41687, -0.81976
24.800, 0.13496, 0.35000, -0.33859, -0.41710, -0.81976
24.811, 0.13500, 0.35000, -0.33859, -0.41727, -0.81976
24.822, 0.13503, 0.35000, -0.33859, -0.41740, -0.81976
24.833, 0.13503, 0.35000, -0.33859, -0.41749, -0.81976
24.844, 0.13503, 0.35000, -0.33859, -0.41753, -0.81976
24.856, 0.13503, 0.35000, -0.33859, -0.41753, -0.81976
24.867, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.878, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
24.889, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
24.900, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.911, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.922, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.933, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
24.944, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.956, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.967, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.978, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
24.989, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.000, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.011, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.022, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.033, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.044, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.056, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.067, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.078, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.089, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.100, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.111, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.122, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.133, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.144, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.156, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.167, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.178, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.189, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.200, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.211, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.222, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.233, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.244, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.256, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.267, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.278, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.289, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.300, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.311, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.322, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.333, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.344, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.356, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.367, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.378, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.389, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.400, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.411, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.422, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.433, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.444, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.456, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
25.467, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
25.478, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.489, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.500, 0.13503, 0.35000, -0.33859, -0.41752, -0.81976
25.511, 0.13503, 0.35000, -0.33859, -0.41751, -0.81976
25.522, 0.13503, 0.35000, -0.33859, -0.41748, -0.81976
25.533, 0.13503, 0.35000, -0.33859, -0.41740, -0.81976
25.544, 0.13503, 0.35000, -0.33859, -0.41727, -0.81976
25.556, 0.13500, 0.35000, -0.33859, -0.41708, -0.81976
25.567, 0.13495, 0.35000, -0.33859, -0.41686, -0.81976
25.578, 0.13488, 0.35000, -0.33859, -0.41658, -0.81976
25.589, 0.13479, 0.35000, -0.33859, -0.41627, -0.81976
25.600, 0.13467, 0.35000, -0.33859, -0.41590, -0.81976
25.611, 0.13453, 0.35000, -0.33859, -0.41549, -0.81976
25.622, 0.13437, 0.35000, -0.33859, -0.41504, -0.81976
25.633, 0.13419, 0.35000, -0.33859, -0.41454, -0.81976
25.644, 0.13398, 0.35000, -0.33859, -0.41399, -0.81976
25.656, 0.13375, 0.35000, -0.33859, -0.41340, -0.81976
25.667, 0.13350, 0.35000, -0.33859, -0.41276, -0.81976
25.678, 0.13322, 0.35000, -0.33859, -0.41207, -0.81976
25.689, 0.13293, 0.35000, -0.33859, -0.41134, -0.81976
25.700, 0.13261, 0.35000, -0.33859, -0.41056, -0.81976
25.711, 0.13227, 0.35000, -0.33859, -0.40974, -0.81976
25.722, 0.13190, 0.35000, -0.33859, -0.40887, -0.81976
25.733, 0.13151, 0.35000, -0.33859, -0.40795, -0.81976
25.744, 0.13110, 0.35000, -0.33859, -0.40699, -0.81976
25.756, 0.13067, 0.35000, -0.33859, -0.40598, -0.81976
25.767, 0.13022, 0.35000, -0.33859, -0.40493, -0.81976
25.778, 0.12974, 0.35000, -0.33859, -0.40383, -0.81976
25.789, 0.12924, 0.35000, -0.33859, -0.40268, -0.81976
25.800, 0.12872, 0.35000, -0.33859, -0.40149, -0.81976
25.811, 0.12818, 0.35000, -0.33859, -0.40025, -0.81976
25.822, 0.12761, 0.35000, -0.33859, -0.39897, -0.81976
25.833, 0.12702, 0.35000, -0.33859, -0.39764, -0.81976
25.844, 0.12641, 0.35000, -0.33859, -0.39627, -0.81976
25.856, 0.12577, 0.35000, -0.33859, -0.39484, -0.81976
25.867, 0.12511, 0.35000, -0.33859, -0.39338, -0.81976
25.878, 0.12444, 0.35000, -0.33859, -0.39186, -0.81976
25.889, 0.12373, 0.35000, -0.33859, -0.39030, -0.81976
25.900, 0.12301, 0.35000, -0.33859, -0.38870, -0.81976
25.911, 0.12226, 0.35000, -0.33859, -0.38704, -0.81976
25.922, 0.12149, 0.35000, -0.33859, -0.38535, -0.81976
25.933, 0.12070, 0.35000, -0.33859, -0.38360, -0.81976
25.944, 0.11989, 0.35000, -0.33859, -0.38181, -0.81976
25.956, 0.11905, 0.35000, -0.33859, -0.37998, -0.81976
25.967, 0.11819, 0.35000, -0.33859, -0.37810, -0.81976
25.978, 0.11730, 0.35000, -0.33859, -0.37617, -0.81976
25.989, 0.11640, 0.35000, -0.33859, -0.37419, -0.81976
26.000, 0.11550, 0.35000, -0.33859, -0.37217, -0.81976
26.011, 0.11460, 0.35000, -0.33859, -0.37011, -0.81976
26.022, 0.11370, 0.35000, -0.33859, -0.36800, -0.81976
26.033, 0.11280, 0.35000, -0.33859, -0.36584, -0.81976
26.044, 0.11190, 0.35000, -0.33859, -0.36363, -0.81976
26.056, 0.11100, 0.35000, -0.33859, -0.36139, -0.81976
26.067, 0.11010, 0.35000, -0.33859, -0.35909, -0.81976
26.078, 0.10920, 0.35000, -0.33859, -0.35675, -0.81976
26.089, 0.10830, 0.35000, -0.33859, -0.35436, -0.81976
26.100, 0.10740, 0.35000, -0.33859, -0.35193, -0.81976
26.111, 0.10650, 0.35000, -0.33859, -0.34945, -0.81976
26.122, 0.10560, 0.35000, -0.33859, -0.34692, -0.81976
26.133, 0.10470, 0.35000, -0.33859, -0.34435, -0.81976
26.144, 0.10380, 0.35000, -0.33859, -0.34173, -0.81976
26.156, 0.10290, 0.35000, -0.33859, -0.33907, -0.81976
26.167, 0.10200, 0.35000, -0.33859, -0.33636, -0.81976
26.178, 0.10110, 0.35000, -0.33859, -0.33360, -0.81976
26.189, 0.10020, 0.35000, -0.33859, -0.33080, -0.81976
26.200, 0.09929, 0.35000, -0.33859, -0.32795, -0.81976
26.211, 0.09839, 0.35000, -0.33859, -0.32506, -0.81976
26.222, 0.09749, 0.35000, -0.33859, -0.32212, -0.81976
26.233, 0.09659, 0.35000, -0.33859, -0.31913, -0.81976
26.244, 0.09569, 0.35000, -0.33859, -0.31610, -0.81976
26.256, 0.09479, 0.35000, -0.33859, -0.31302, -0.81976
26.267, 0.09389, 0.35000, -0.33859, -0.30990, -0.81976
26.278, 0.09299, 0.35000, -0.33859, -0.30673, -0.81976
26.289, 0.09209, 0.35000, -0.33859, -0.30351, -0.81976
26.300, 0.09119, 0.35000, -0.33859, -0.30025, -0.81976
26.311, 0.09029, 0.35000, -0.33859, -0.29694, -0.81976
26.322, 0.08939, 0.35000, -0.33859, -0.29359, -0.81976
26.333, 0.08849, 0.35000, -0.33859, -0.29019, -0.81976
26.344, 0.08759, 0.35000, -0.33859, -0.28674, -0.81976
26.356, 0.08669, 0.35000, -0.33859, -0.28325, -0.81976
26.367, 0.08579, 0.35000, -0.33859, -0.27971, -0.81976
26.378, 0.08489, 0.35000, -0.33859, -0.27613, -0.81976
26.389, 0.08399, 0.35000, -0.33859, -0.27250, -0.81976
26.400, 0.08309, 0.35000, -0.33859, -0.26882, -0.81976
26.411, 0.08219, 0.35000, -0.33859, -0.26510, -0.81976
26.422, 0.08129, 0.35000, -0.33859, -0.26133, -0.81976
26.433, 0.08039, 0.35000, -0.33859, -0.25752, -0.81976
26.444, 0.07949, 0.35000, -0.33859, -0.25365, -0.81976
26.456, 0.07859, 0.35000, -0.33859, -0.24977, -0.81976
26.467, 0.07769, 0.35000, -0.33859, -0.24589, -0.81976
26.478, 0.07678, 0.35000, -0.33859, -0.24202, -0.81976
26.489, 0.07588, 0.35000, -0.33859, -0.23815, -0.81976
26.500, 0.07498, 0.35000, -0.33859, -0.23428, -0.81976
26.511, 0.07408, 0.35000, -0.33859, -0.23040, -0.81976
26.522, 0.07318, 0.35000, -0.33859, -0.22653, -0.81976
26.533, 0.07228, 0.35000, -0.33859, -0.22265, -0.81976
26.544, 0.07138, 0.35000, -0.33859, -0.21878, -0.81976
26.556, 0.07048, 0.35000, -0.33859, -0.21491, -0.81975
26.567, 0.06958, 0.35000, -0.33859, -0.21103, -0.81959
26.578, 0.06868, 0.35000, -0.33859, -0.20716, -0.81903
26.589, 0.06778, 0.35000, -0.33859, -0.20329, -0.81814
26.600, 0.06688, 0.35000, -0.33859, -0.19941, -0.81689
26.611, 0.06598, 0.35000, -0.33859, -0.19554, -0.81530
26.622, 0.06508, 0.35000, -0.33859, -0.19166, -0.81336
26.633, 0.06418, 0.35000, -0.33859, -0.18779, -0.81107
26.644, 0.06328, 0.35000, -0.33859, -0.18392, -0.80843
26.656, 0.06238, 0.35000, -0.33859, -0.18004, -0.80545
26.667, 0.06148, 0.35000, -0.33859, -0.17617, -0.80211
26.678, 0.06058, 0.35000, -0.33859, -0.17229, -0.79843
26.689, 0.05968, 0.35000, -0.33859, -0.16842, -0.79440
26.700, 0.05878, 0.35000, -0.33859, -0.16455, -0.79002
26.711, 0.05788, 0.35000, -0.33859, -0.16068, -0.78529
26.722, 0.05698, 0.35000, -0.33860, -0.15685, -0.78022
26.733, 0.05608, 0.35000, -0.33860, -0.15307, -0.77480
26.744, 0.05517, 0.35000, -0.33859, -0.14934, -0.76902
26.756, 0.05427, 0.35000, -0.33861, -0.14566, -0.76290
26.767, 0.05337, 0.35000, -0.33859, -0.14202, -0.75644
26.778, 0.05247, 0.35000, -0.33844, -0.13843, -0.74962
26.789, 0.05157, 0.35002, -0.33805, -0.13488, -0.74246
26.800, 0.05067, 0.34996, -0.33744, -0.13138, -0.73494
26.811, 0.04977, 0.34972, -0.33661, -0.12793, -0.72708
26.822, 0.04887, 0.34921, -0.33556, -0.12452, -0.71887
26.833, 0.04797, 0.34846, -0.33428, -0.12116, -0.71032
26.844, 0.04707, 0.34746, -0.33278, -0.11784, -0.70141
26.856, 0.04617, 0.34621, -0.33105, -0.11457, -0.69216
26.867, 0.04527, 0.34472, -0.32910, -0.11135, -0.68256
26.878, 0.04437, 0.34298, -0.32693, -0.10817, -0.67261
26.889, 0.04347, 0.34099, -0.32453, -0.10504, -0.66231
26.900, 0.04257, 0.33876, -0.32191, -0.10195, -0.65166
26.911, 0.04167, 0.33628, -0.31907, -0.09891, -0.64067
26.922, 0.04077, 0.33355, -0.31600, -0.09592, -0.62932
26.933, 0.03987, 0.33058, -0.31271, -0.09297, -0.61763
26.944, 0.03897, 0.32736, -0.30920, -0.09007, -0.60559
26.956, 0.03807, 0.32389, -0.30546, -0.08721, -0.59321
26.967, 0.03717, 0.32017, -0.30150, -0.08440, -0.58047
26.978, 0.03627, 0.31621, -0.29732, -0.08164, -0.56739
26.989, 0.03537, 0.31200, -0.29291, -0.07892, -0.55396
27.000, 0.03447, 0.30755, -0.28828, -0.07625, -0.54017
27.011, 0.03357, 0.30285, -0.28342, -0.07362, -0.52605
27.022, 0.03266, 0.29790, -0.27834, -0.07104, -0.51157
27.033, 0.03176, 0.29270, -0.27304, -0.06851, -0.49673
27.044, 0.03086, 0.28726, -0.26751, -0.06602, -0.48179
27.056, 0.02996, 0.28157, -0.26176, -0.06358, -0.46686
27.067, 0.02906, 0.27563, -0.25579, -0.06118, -0.45192
27.078, 0.02816, 0.26945, -0.24959, -0.05883, -0.43699
27.089, 0.02726, 0.26302, -0.24317, -0.05653, -0.42206
27.100, 0.02636, 0.25634, -0.23653, -0.05427, -0.40712
27.111, 0.02546, 0.24941, -0.22967, -0.05206, -0.39219
27.122, 0.02456, 0.24225, -0.22256, -0.04989, -0.37726
27.133, 0.02366, 0.23482, -0.21530, -0.04777, -0.36232
27.144, 0.02276, 0.22715, -0.20802, -0.04570, -0.34739
27.156, 0.02186, 0.21937, -0.20074, -0.04367, -0.33245
